fecha,num,eureka1,eureka2,month_0.16666666666666666,month_0.25,month_0.3333333333333333,month_0.4166666666666667,month_0.5,month_0.5833333333333334,month_0.6666666666666666,month_0.75,month_0.8333333333333334,month_0.9166666666666666,month_1.0,day_0.16666666666666666,day_0.3333333333333333,day_0.5,day_0.6666666666666666,day_0.8333333333333334,day_1.0,Dom santo,NewYear,Constitucion,Jue santo,Vie santo,Madre,Grito,virgen,muertos,Virgen2,Navidad,nochebuena,toma,sab santo,rev,Super bowl,Mundial,año viejo,ones,t,Benito,Trabajo,elecciones,Oscar,PREBENITO,Invierno1,Primavera,verano,Otoño,Otoño2,Invierno2,calor1,calor2,frio1,frio2,fin,entre
2007-01-11,0.0022736668044646548,0.125,0.0018538889912784221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,0,0,0,0,0.981985332344696,0.01801466765530394,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.9859154929577465,0.0,0.0,1.0
2007-01-12,0.0024803637866887144,0.2962962962962963,0.0020133153158052503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,0,0,0,0,0.9743100446895879,0.025689955310411922,0.0,0.0,0.0,0.0,0.02112676056338028,0.0,0.9788732394366197,0.0,0.5,0.5
2007-01-13,0.002687060768912774,0.5787037037037037,0.002173568637929367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,0,0,0,0,0.96663475703448,0.0333652429655199,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.971830985915493,0.0,1.0,0.0
2007-01-14,0.0028937577511368336,1.0,0.0023350931980522455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,0,0,0,0,0.958959469379372,0.04104053062062789,0.0,0.0,0.0,0.0,0.035211267605633804,0.0,0.9647887323943662,0.0,1.0,0.0
2007-01-15,0.0031004547333608927,0.0,0.002498312255825266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,0,0,0,0,0.951284181724264,0.048715818275735866,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.9577464788732394,0.0,0.5,0.5
2007-01-16,0.0033071517155849523,0.004629629629629629,0.0026636109580192085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,0,0,0,0,0,0.943608894069156,0.05639110593084385,0.0,0.0,0.0,0.0,0.04929577464788732,0.0,0.9507042253521126,0.0,0.0,1.0
2007-01-17,0.003513848697809012,0.037037037037037035,0.002831343799517692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,0,0,0,0,0,0.9359336064140481,0.06406639358595183,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.9436619718309859,0.0,0.0,1.0
2007-01-18,0.0037205456800330715,0.125,0.003001827485259284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,0,0,0,0,0,0.92825831875894,0.07174168124105981,0.0,0.0,0.0,0.0,0.06338028169014084,0.0,0.9366197183098591,0.0,0.0,1.0
2007-01-19,0.003927242662257131,0.2962962962962963,0.003175356010717378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,0,0,0,0,0,0.9205830311038321,0.0794169688961678,0.0,0.0,0.0,0.0,0.07042253521126761,0.0,0.9295774647887324,0.0,0.5,0.5
2007-01-20,0.00413393964448119,0.5787037037037037,0.0033521698125798353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,0,0,0,0,0,0.9129077434487242,0.08709225655127578,0.0,0.0,0.0,0.0,0.07746478873239436,0.0,0.9225352112676056,0.0,1.0,0.0
2007-01-21,0.00434063662670525,1.0,0.003532480832832313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,0,0,0,0,0,0.9052324557936161,0.09476754420638377,0.0,0.0,0.0,0.0,0.08450704225352113,0.0,0.9154929577464789,0.0,1.0,0.0
2007-01-22,0.0045473336089293095,0.0,0.0037164915016590365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,0,0,0,0,0,0.8975571681385082,0.10244283186149175,0.0,0.0,0.0,0.0,0.09154929577464789,0.0,0.9084507042253521,0.0,0.5,0.5
2007-01-23,0.0047540305911533695,0.004629629629629629,0.003897928302660668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,0,0,0,0,0,0.8898818804834002,0.11011811951659972,0.0,0.0,0.0,0.0,0.09859154929577464,0.0,0.9014084507042254,0.0,0.0,1.0
2007-01-24,0.004960727573377429,0.037037037037037035,0.004052819964467153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,0,0,0,0,0,0.8822065928282922,0.1177934071717077,0.0,0.0,0.0,0.0,0.1056338028169014,0.0,0.8943661971830986,0.0,0.0,1.0
2007-01-25,0.005167424555601488,0.125,0.004209841565525274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0,0,0,0,0,0.8745313051731842,0.1254686948268157,0.0,0.0,0.0,0.0,0.11267605633802817,0.0,0.8873239436619719,0.0,0.0,1.0
2007-01-26,0.005374121537825548,0.2962962962962963,0.004369342038908997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,0,0,0,0,0,0.8668560175180763,0.13314398248192366,0.0,0.0,0.0,0.0,0.11971830985915492,0.0,0.8802816901408451,0.0,0.5,0.5
2007-01-27,0.005580818520049607,0.5787037037037037,0.004531672029503491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,0,0,0,0,0,0.8591807298629682,0.14081927013703163,0.0,0.0,0.0,0.0,0.1267605633802817,0.0,0.8732394366197183,0.0,1.0,0.0
2007-01-28,0.005787515502273667,1.0,0.004697151295899528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,0,0,0,0,0,0.8515054422078603,0.14849455779213963,0.0,0.0,0.0,0.0,0.13380281690140844,0.0,0.8661971830985915,0.0,1.0,0.0
2007-01-29,0.005994212484497726,0.0,0.0048660700985796975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29,0,0,0,0,0,0.8438301545527522,0.1561698454472476,0.0,0.0,0.0,0.0,0.14084507042253522,0.0,0.8591549295774648,0.0,0.5,0.5
2007-01-30,0.0062009094667217855,0.004629629629629629,0.005038681657648478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,0,0,0,0,0,0.8361548668976443,0.1638451331023556,0.0,0.0,0.0,0.0,0.14788732394366197,0.0,0.852112676056338,0.0,0.0,1.0
2007-01-31,0.0064076064489458455,0.037037037037037035,0.005215264529849542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31,0,0,0,0,0,0.8284795792425363,0.17152042075746357,0.0,0.0,0.0,0.0,0.15492957746478872,0.0,0.8450704225352113,0.0,0.0,1.0
2007-02-01,0.006614303431169905,0.125,0.00539599948784911,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,0,0,0,0,0,0.8208042915874283,0.17919570841257154,0.0,0.0,0.0,0.0,0.1619718309859155,0.0,0.8380281690140845,0.0,0.0,1.0
2007-02-02,0.006821000413393965,0.2962962962962963,0.005581103791689607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1,33,0,0,0,0,0,0.8131290039323203,0.18687099606767954,0.0,0.0,0.0,0.0,0.16901408450704225,0.0,0.8309859154929577,0.0,0.5,0.5
2007-02-03,0.007027697395618024,0.5787037037037037,0.00577071422213119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,34,0,0,0,0,0,0.8054537162772124,0.1945462837227875,0.0,0.0,0.0,0.0,0.176056338028169,0.0,0.823943661971831,0.0,1.0,0.0
2007-02-04,0.007234394377842084,1.0,0.00596497376517622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,35,0,0,0,0,0,0.7977784286221044,0.2022215713778955,0.0,0.0,0.0,0.0,0.18309859154929578,0.0,0.8169014084507042,0.0,1.0,0.0
2007-02-05,0.007441091360066143,0.0,0.006164006704040379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,36,0,0,0,0,0,0.7901031409669964,0.20989685903300348,0.0,0.0,0.0,0.0,0.19014084507042253,0.0,0.8098591549295775,0.0,0.5,0.5
2007-02-06,0.007647788342290202,0.004629629629629629,0.006367878900378209,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1,37,0,0,0,0,0,0.7824278533118885,0.21757214668811148,0.0,0.0,0.0,0.0,0.19718309859154928,0.0,0.8028169014084507,0.0,0.0,1.0
2007-02-07,0.007854485324514262,0.037037037037037035,0.006576539663841468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38,0,0,0,0,0,0.7747525656567804,0.22524743434321945,0.0,0.0,0.0,0.0,0.20422535211267606,0.0,0.795774647887324,0.0,0.0,1.0
2007-02-08,0.008061182306738322,0.125,0.006790072583974738,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39,0,0,0,0,0,0.7670772780016725,0.23292272199832742,0.0,0.0,0.0,0.0,0.2112676056338028,0.0,0.7887323943661971,0.0,0.0,1.0
2007-02-09,0.00826787928896238,0.2962962962962963,0.007008405554226105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,0,0,0,0,0.7594019903465645,0.24059800965343542,0.0,0.0,0.0,0.0,0.21830985915492956,0.0,0.7816901408450704,0.0,0.5,0.5
2007-02-10,0.00847457627118644,0.5787037037037037,0.007231515191171284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41,0,0,0,0,0,0.7517267026914565,0.2482732973085434,0.0,0.0,0.0,0.0,0.22535211267605634,0.0,0.7746478873239436,0.0,1.0,0.0
2007-02-11,0.0086812732534105,1.0,0.007459227450423366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42,0,0,0,0,0,0.7440514150363485,0.25594858496365136,0.0,0.0,0.0,0.0,0.2323943661971831,0.0,0.7676056338028169,0.0,1.0,0.0
2007-02-12,0.008887970235634559,0.0,0.007691438951393782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,43,0,0,0,0,0,0.7363761273812406,0.26362387261875936,0.0,0.0,0.0,0.0,0.23943661971830985,0.0,0.7605633802816901,0.0,0.5,0.5
2007-02-13,0.009094667217858619,0.004629629629629629,0.007927986736519631,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44,0,0,0,0,0,0.7287008397261325,0.27129916027386736,0.0,0.0,0.0,0.0,0.24647887323943662,0.0,0.7535211267605634,0.0,0.0,1.0
2007-02-14,0.009301364200082679,0.037037037037037035,0.008164345156728316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,0,0,0,0,0.7210255520710246,0.2789744479289753,0.0,0.0,0.0,0.0,0.2535211267605634,0.0,0.7464788732394366,0.0,0.0,1.0
2007-02-15,0.009508061182306739,0.125,0.00836838360525087,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46,0,0,0,0,0,0.7133502644159165,0.2866497355840833,0.0,0.0,0.0,0.0,0.2605633802816901,0.0,0.7394366197183099,0.0,0.0,1.0
2007-02-16,0.009714758164530797,0.2962962962962963,0.008549020561644092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47,0,0,0,0,0,0.7056749767608086,0.2943250232391913,0.0,0.0,0.0,0.0,0.2676056338028169,0.0,0.7323943661971831,0.0,0.5,0.5
2007-02-17,0.009921455146754857,0.5787037037037037,0.00874197839205133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,48,0,0,0,0,0,0.6979996891057006,0.3020003108942993,0.0,0.0,0.0,0.0,0.2746478873239437,0.0,0.7253521126760564,0.0,1.0,0.0
2007-02-18,0.010128152128978917,1.0,0.0089386631235937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49,0,0,0,0,0,0.6903244014505926,0.30967559854940724,0.0,0.0,0.0,0.0,0.28169014084507044,0.0,0.7183098591549296,0.0,1.0,0.0
2007-02-19,0.010334849111202976,0.0,0.009139178147214036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50,0,0,0,0,0,0.6826491137954847,0.31735088620451524,0.0,0.0,0.0,0.0,0.2887323943661972,0.0,0.7112676056338029,0.0,0.5,0.5
2007-02-20,0.010541546093427036,0.004629629629629629,0.009343679936676544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51,0,0,0,0,0,0.6749738261403767,0.32502617385962324,0.0,0.0,0.0,0.0,0.29577464788732394,0.0,0.704225352112676,0.0,0.0,1.0
2007-02-21,0.010748243075651096,0.037037037037037035,0.00955205455779405,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52,0,0,0,0,0,0.6672985384852687,0.3327014615147312,0.0,0.0,0.0,0.0,0.3028169014084507,0.0,0.6971830985915493,0.0,0.0,1.0
2007-02-22,0.010954940057875156,0.125,0.009764480136831228,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53,0,0,0,0,0,0.6596232508301607,0.3403767491698392,0.0,0.0,0.0,0.0,0.30985915492957744,0.0,0.6901408450704225,0.0,0.0,1.0
2007-02-23,0.011161637040099214,0.2962962962962963,0.009980870014504522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54,0,0,0,0,0,0.6519479631750528,0.3480520368249472,0.0,0.0,0.0,0.0,0.31690140845070425,0.0,0.6830985915492958,0.0,0.5,0.5
2007-02-24,0.011368334022323274,0.5787037037037037,0.010201188527642182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55,0,0,0,0,0,0.6442726755199447,0.3557273244800552,0.0,0.0,0.0,0.0,0.323943661971831,0.0,0.676056338028169,0.0,1.0,0.0
2007-02-25,0.011575031004547334,1.0,0.010425495984298453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56,0,0,0,1,0,0.6365973878648368,0.3634026121351631,0.0,0.0,0.0,0.0,0.33098591549295775,0.0,0.6690140845070423,0.0,1.0,0.0
2007-02-26,0.011781727986771393,0.0,0.010653658222294825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,57,0,0,0,0,0,0.6289221002097288,0.3710778997902711,0.0,0.0,0.0,0.0,0.3380281690140845,0.0,0.6619718309859155,0.0,0.5,0.5
2007-02-27,0.011988424968995453,0.004629629629629629,0.010885593480399337,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58,0,0,0,0,0,0.6212468125546208,0.3787531874453791,0.0,0.0,0.0,0.0,0.34507042253521125,0.0,0.6549295774647887,0.0,0.0,1.0
2007-02-28,0.012195121951219513,0.037037037037037035,0.011121186332338474,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,59,0,0,0,0,0,0.6135715248995128,0.38642847510048706,0.0,0.0,0.0,0.0,0.352112676056338,0.0,0.647887323943662,0.0,0.0,1.0
2007-03-01,0.012401818933443571,0.125,0.01136030893474087,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60,0,0,0,0,0,0.6058962372444048,0.39410376275559506,0.0,0.0,0.0,0.0,0.3591549295774648,0.0,0.6408450704225352,0.0,0.0,1.0
